C�digo;Descri��o;Fornecedor;Nome do fornecedor;Departamento;Descri��o do departamento;Se��o;Descri��o da se��o;Marca;Marca;Categoria;Nome da categoria;Tipo de mercadoria;Embalagem;Qtde unit.embalagem(Venda);Qtde embalagem master(Compra);Peso l�quido (Kg);NCM + Exce��o;Descri��o;NCM;Exce��o da TIPI;GTIN Unid.Venda;GTIN Unid.Master;GTIN Unid. Tribut�vel;Unidade Venda [EAN8, UPC12, EAN13, e DUN14];Unidade Master [EAN8, UPC12, EAN13, e DUN14];EAN Unid. Tribut�vel;C�d. F�brica;N�mero original;C�d. prod. principal;Descri��o do produto;Envia informa��es t�cnicas para NF-e;Fora de linha;Sub-Categoria;Nome da subcategoria;Data Exclus�o;Dt.Cadastro;% Representante;M�ltiplo compras;Qtd min. de compra embalagem do fornecedor;Sugerir pre�o de venda baseado;C�digo filial;Raz�o Social;Utiliza licen�a de importa��o;Descricao;Controlado pelo IBAMA;Verificar ramo de atividade para c�lculo do ST;Classe comiss�o;%Comiss�o Int.;Unidade Tribut�vel;Descri��o da unidade;Cesta B�sica - Legisla��o;Fator Convers�o Tribut�vel;Fator Convers�o Tribut�vel Ex;C�digo de agrega��o;C�digo interno;Utiliza o c�digo de agrega��o;Distribui��o;Descri��o do distribuidor;Classe Terap�utica;Codigo da sazonalidade;C�digo no SIMPRO;Grupo de Faturamento;Descri��o do principio ativo;Princ�pio ativo 2;Tipo embalagem Unilever;Tipo integra��o B2B;Url do produto; 
2509;CHICLE PASTI CLE DOCILE MORANGO 240GR;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;PC;1;24;0,243;17041000.1;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89847E+12;1,78985E+13;;8554;;2509;CHICLE PASTI CLE DOCILE MORANGO 240GR;N;FL;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2510;DOCILE CHICLE PASTICLE TUTTI FRUTI 240G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;PC;1;24;0,243;17041000.;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89645E+12;1,78965E+13;;8534;;2510;DOCILE CHICLE PASTICLE TUTTI FRUTI 240G;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2514;DOCILE CHICLE X-CLE T FRUIT 3,4G CT C/30;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;CART C/30 UN;1;24;0,095;17041000.1;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89645E+12;1,78965E+13;;8602;;2514;DOCILE CHICLE X-CLE T FRUIT 3,4G CT C/30;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2515;CHICLE X-CLE DOCILE T FRUTTI DP 14G C/12;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP C/12 UN;1;12;0,24;17041000.;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89847E+12;1,78985E+13;;8508;;2515;CHICLE X-CLE DOCILE T FRUTTI DP 14G C/12;N;FL;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2516;DOCILE CHICLE X-CLE T FRUTTI SC 11G C/24;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP;1;12;0,26416;17041000.1;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;1,89645E+12;1,78965E+13;;8550;;2516;DOCILE CHICLE X-CLE T FRUTTI SC 11G C/24;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2517;CHICLE ZOAH DOCILE HORTELA 5,5G C/40;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP;1;20;0,253;17041000.1;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89671E+12;1,78967E+13;;8631;;2517;CHICLE ZOAH DOCILE HORTELA 5,5G C/40;N;FL;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2518;CHICLE ZOAH DOCILE MELANCIA 5,5G C/40;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16502;CHICLE DOCILE;L;DP;1;20;0,253;17041000.1;GOMA DE MASCAR, MESMO REVEST.DE A��CAR;17041000;;13;14;;7,89671E+12;1,78967E+13;;8634;;2518;CHICLE ZOAH DOCILE MELANCIA 5,5G C/40;N;FL;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2567;DOCILE DROPS ROLLY MINT CEREJA 29G C/16;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/16;1;24;0,485;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;9049;;2567;DOCILE DROPS ROLLY MINT CEREJA 29G C/16;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2568;DOCILE DROPS ROLLY MINT EXT FORT 29GC/16;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/16;1;24;0,485;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;9048;;2567;DOCILE DROPS ROLLY MINT CEREJA 29G C/16;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2569;DOCILE DROPS ROLLY MINT FRUIT 29GR C/16;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/16;1;24;0,485;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;9033;;2567;DOCILE DROPS ROLLY MINT CEREJA 29G C/16;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2571;DOCILE DROPS ROLLY MINT HORTELA 29G C/16;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/16;1;24;0,46416;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;9046;;2567;DOCILE DROPS ROLLY MINT CEREJA 29G C/16;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2572;DOCILE DROPS ROLLY MINT MORANGO 29G C/16;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/16;1;24;0,46416;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;9047;;2567;DOCILE DROPS ROLLY MINT CEREJA 29G C/16;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2598;EXPOSITOR DOCILE PDV METAL SLIM;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;80000;BRINDES / MERCHANDISING;80400;DISPLAY/EXPOSITOR/FORRACAO;196;DOCILE;80401;DISPLAY;L;UN;1;1;1;94032000.;OUTROS M�VEIS DE METAL;94032000;;13;;;0;;;6224;;2598;EXPOSITOR DOCILE PDV METAL SLIM;N;FL;;;;17/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2676;GSA CARTAZ ;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;80000;BRINDES / MERCHANDISING;80400;DISPLAY/EXPOSITOR/FORRACAO;2000003;SANDELLA;80401;DISPLAY;BD;UN;1;1;0,01;49111090.;OUTS.IMPRESS.PUBL.,CAT�LOGOS.COML. E SEM.;49111090;;13;14;;46933;1E+13;;46933;;2676;GSA CARTAZ ;N;FL;;;;17/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2678;GSA DISPLAY ORG GONDOLA ;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;80000;BRINDES / MERCHANDISING;80400;DISPLAY/EXPOSITOR/FORRACAO;2000003;SANDELLA;80401;DISPLAY;BD;UN;1;1;0,01;49111090.;OUTS.IMPRESS.PUBL.,CAT�LOGOS.COML. E SEM.;49111090;;13;14;;46528;1E+13;;46528;;2678;GSA DISPLAY ORG GONDOLA ;N;FL;;;;17/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2679;GSA PLASTICO FORRACAO;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;80000;BRINDES / MERCHANDISING;80400;DISPLAY/EXPOSITOR/FORRACAO;2000003;SANDELLA;80401;DISPLAY;BD;UN;1;1;1;49111090.;OUTS.IMPRESS.PUBL.,CAT�LOGOS.COML. E SEM.;49111090;;13;14;;46631;1E+13;;46631;;2679;GSA PLASTICO FORRACAO;N;FL;;;;17/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2680;GSA PRECIFICADOR ;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;80000;BRINDES / MERCHANDISING;80400;DISPLAY/EXPOSITOR/FORRACAO;2000003;SANDELLA;80401;DISPLAY;BD;UN;1;1;0,05;49111090.;OUTS.IMPRESS.PUBL.,CAT�LOGOS.COML. E SEM.;49111090;;13;14;;46039;1E+13;;46039;;2680;GSA PRECIFICADOR ;N;FL;;;;17/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2683;GSA TESTEIRA ;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;80000;BRINDES / MERCHANDISING;80400;DISPLAY/EXPOSITOR/FORRACAO;2000003;SANDELLA;80401;DISPLAY;BD;UN;1;1;0,01;49111090.;OUTS.IMPRESS.PUBL.,CAT�LOGOS.COML. E SEM.;49111090;;13;14;;46635;1E+13;;46635;;2683;GSA TESTEIRA ;N;FL;;;;17/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2706;DOCILE MAXMALLOWS MORANGO 250GR;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16504;MAXMALLOWS DOCILE;L;PC;1;12;0,25;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;8933;;2711;DOCILE MAXMALLOWS TWIST COLOR 1BAUN 250G;N;FL;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2707;DOCILE MAXMALLOWS MORANGO 50GR;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16504;MAXMALLOWS DOCILE;L;PC;1;12;0,05;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;8923;;2707;DOCILE MAXMALLOWS MORANGO 50GR;N;FL;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2708;DOCILE MAXMALLOWS TUBO COLOR 1 BAUN 50G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16504;MAXMALLOWS DOCILE;L;PC;1;12;0,05;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;8924;;2708;DOCILE MAXMALLOWS TUBO COLOR 1 BAUN 50G;N;FL;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2709;DOCILE MAXMALLOWS TUBO COLOR BAUN 250GR;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16504;MAXMALLOWS DOCILE;L;PC;1;12;0,253;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;8934;;2711;DOCILE MAXMALLOWS TWIST COLOR 1BAUN 250G;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2710;DOCILE MAXMALLOWS TWIST COLOR 1 BAUN 50G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16504;MAXMALLOWS DOCILE;L;PC;1;12;0,05;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;8920;;2473;DOCILE BALA GELATINES DENTE VAMPIRO 80GR;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2711;DOCILE MAXMALLOWS TWIST COLOR 1BAUN 250G;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16504;MAXMALLOWS DOCILE;L;PC;1;12;0,25;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;8930;;2711;DOCILE MAXMALLOWS TWIST COLOR 1BAUN 250G;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2712;DOCILE MAXMALLOWS TWIST COLOR 2 50GR;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16504;MAXMALLOWS DOCILE;L;PC;1;12;0,053;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;8921;;2708;DOCILE MAXMALLOWS TUBO COLOR 1 BAUN 50G;N;FL;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2719;GSA SANDELLA MISTURA P/ BOLO BRIGAD 350G;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;10000;ALIMENTOS;16300;MISTURA P/ BOLO;2000003;SANDELLA;16301;MISTURA BOLO;L;UN;1;12;0,415;19012090.;MISTUR. PASTA PREP.PROD.PADARIA,PAST.BISCOIT;19012090;;13;14;;7,89851E+12;1,78985E+13;;703.11;;2719;GSA SANDELLA MISTURA P/ BOLO BRIGAD 350G;N;  ;;;;11/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2720;GSA SANDELLA MISTURA P/ BOLO CHOCOL 350G;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;10000;ALIMENTOS;16300;MISTURA P/ BOLO;2000003;SANDELLA;16301;MISTURA BOLO;L;UN;1;12;0,4;19012000.;MISTUR. PASTA PREP.PROD.PADARIA,PAST.BISCOIT;19012090;;13;14;;7,89607E+12;3,78961E+13;;701.1;;2720;GSA SANDELLA MISTURA P/ BOLO CHOCOL 350G;N;  ;;;;11/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2721;GSA SANDELLA MISTURA P/ BOLO COCO 350G;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;10000;ALIMENTOS;16300;MISTURA P/ BOLO;2000003;SANDELLA;16301;MISTURA BOLO;L;UN;1;12;0,4;19012000.;MISTUR. PASTA PREP.PROD.PADARIA,PAST.BISCOIT;19012090;;13;14;;7,89607E+12;3,78961E+13;;701.5;;2721;GSA SANDELLA MISTURA P/ BOLO COCO 350G;N;  ;;;;11/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2722;GSA SANDELLA MISTURA P/ BOLO FESTA 350G;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;10000;ALIMENTOS;16300;MISTURA P/ BOLO;2000003;SANDELLA;16301;MISTURA BOLO;L;UN;1;12;0,4;19012090.;MISTUR. PASTA PREP.PROD.PADARIA,PAST.BISCOIT;19012090;;13;14;;7,89607E+12;3,78961E+13;;703.10;;2719;GSA SANDELLA MISTURA P/ BOLO BRIGAD 350G;N;  ;;;;11/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2724;GSA SANDELLA MISTURA P/ BOLO MILH V 350G;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;10000;ALIMENTOS;16300;MISTURA P/ BOLO;2000003;SANDELLA;16301;MISTURA BOLO;L;UN;1;12;0,4;19012090.;MISTUR. PASTA PREP.PROD.PADARIA,PAST.BISCOIT;19012090;;13;14;;7,89607E+12;3,78961E+13;;703.9;;2719;GSA SANDELLA MISTURA P/ BOLO BRIGAD 350G;N;  ;;;;11/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2738;DOCILE PAST MINI MINTY CEREJA 14GR C/12;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/12;1;12;0,16;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;8821;;2738;DOCILE PAST MINI MINTY CEREJA 14GR C/12;N;FL;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2739;DOCILE PAST MINI MINTY EXTFORT 14GR C/12;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/12;1;12;0,168;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;8823;;2739;DOCILE PAST MINI MINTY EXTFORT 14GR C/12;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2741;DOCILE PAST MINI MINTY HORT+LAR14GR C/12;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/12;1;12;0,16;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;8826;;2739;DOCILE PAST MINI MINTY EXTFORT 14GR C/12;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2742;DOCILE PAST MINI MINTY HORTELA 14GR C/12;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/12 ;1;12;0,168;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;3,78965E+13;;8817;;2739;DOCILE PAST MINI MINTY EXTFORT 14GR C/12;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2743;DOCILE PAST MINI MINTY LARANJA 14GR C/12;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/12;1;12;0,16;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;3,78965E+13;;8818;;2739;DOCILE PAST MINI MINTY EXTFORT 14GR C/12;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2746;DOCILE PAST MINI MINTY MORANGO 14GR C/12;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/12;1;12;0,16;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;2,78965E+13;;8820;;2739;DOCILE PAST MINI MINTY EXTFORT 14GR C/12;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2749;DOCILE PAST MINTY CEREJA 17GR C/40;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/40;1;24;0,693;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;9320;;2749;DOCILE PAST MINTY CEREJA 17GR C/40;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2751;DOCILE PAST MINTY EXTRA FORTE 17GR C/40;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/40;1;24;0,693;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;9338;;2751;DOCILE PAST MINTY EXTRA FORTE 17GR C/40;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2752;DOCILE PAST MINTY FRUIT 17GR C/40;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/40;1;24;0,693;17049020.1;BALAS E CARAMELOS;17049020;;13;14;;7,89645E+12;1,78965E+13;;9028;;2752;DOCILE PAST MINTY FRUIT 17GR C/40;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2753;DOCILE PAST MINTY HORTELA 17GR C/40;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;10000;ALIMENTOS;16500;DOCES DOCILE;196;DOCILE;16503;PASTILHA DOCILE;L;DP C/40;1;24;0,693;17049020.;BOMBONS,CARAMELOS,CONFEIT.PASTILH.S/ CACAU;17049020;;13;14;;7,89645E+12;1,78965E+13;;9045;;2753;DOCILE PAST MINTY HORTELA 17GR C/40;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2769;DOCILE REFRESCO MORANGO 6GR C/60;668;DOCILE NORDESTE - INDUSTRIA E COMERCIO DE PRODUTOS ALIMENTIC;20000;BEBIDAS;20500;REFRESCO DOCILE;196;DOCILE;20501;REFRESCO DOCILE;L;DP C/60;1;12;0,36;21069010.;OUTS.PREPARA��ES P/ELABORA��O DE BEBIDAS;21069010;;13;14;;7,89645E+12;1,78965E+13;;8090;;2769;DOCILE REFRESCO MORANGO 6GR C/60;N;  ;;;;11/04/2017;3;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2779;REFRESCO REFRESKANT ABACAXI 25G C/15;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;20000;BEBIDAS;20300;REFRESCO GSA;38;ARCOR;20310;REFRESCO EM PO;L;PCT C/15 UND;1;10;0,385;21069010.;OUTS.PREPARA��ES P/ELABORA��O DE BEBIDAS;21069010;;13;14;;7,89607E+12;1,7899E+13;;5689;;2783;REFRESCO REFRESKANT LARANJA 25G C/15;N;FL;;;;11/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2780;REFRESCO REFRESKANT FRUTAS VERM 25G C/15;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;20000;BEBIDAS;20300;REFRESCO GSA;38;ARCOR;20310;REFRESCO EM PO;L;PCT C/15 UND;1;10;0,385;21069010.;OUTS.PREPARA��ES P/ELABORA��O DE BEBIDAS;21069010;;13;14;;7,89607E+12;1,7899E+13;;56812;;2783;REFRESCO REFRESKANT LARANJA 25G C/15;N;FL;;;;11/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2781;REFRESCO REFRESKANT GOIABA 25G C/15;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;20000;BEBIDAS;20300;REFRESCO GSA;38;ARCOR;20310;REFRESCO EM PO;L;PCT C/15 UND;1;10;0,385;21069010.;OUTS.PREPARA��ES P/ELABORA��O DE BEBIDAS;21069010;;13;14;;7,89607E+12;1,7899E+13;;56816;;2783;REFRESCO REFRESKANT LARANJA 25G C/15;N;FL;;;;11/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
2783;REFRESCO REFRESKANT LARANJA 25G C/15;672;GSA - GAMA SUCOS E ALIMENTOS LTDA;20000;BEBIDAS;20300;REFRESCO GSA;38;ARCOR;20310;REFRESCO EM PO;L;PCT C/15 UND;1;10;0,385;21069010.;OUTS.PREPARA��ES P/ELABORA��O DE BEBIDAS;21069010;;13;14;;7,89607E+12;1,7899E+13;;5681;;2783;REFRESCO REFRESKANT LARANJA 25G C/15;N;FL;;;;11/04/2017;2;;;0;;;N;;N;N;;;;;N;;;;;N;4;PRIME;;;;;;;;;;
